SC_Group_ID,SC_Group_Desc,SC_GroupCommod_ID,SC_GroupCommod_Desc,SC_Geography_ID,SortOrder,SC_GeographyIndented_Desc,SC_Commodity_ID,SC_Commodity_Desc,SC_Attribute_ID,SC_Attribute_Desc,SC_Unit_ID,SC_Unit_Desc,Year_ID,SC_Frequency_ID,SC_Frequency_Desc,Timeperiod_ID,Timeperiod_Desc,Amount
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1996,1,"Monthly",8,"Aug",114.033403128819
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1996,1,"Monthly",9,"Sep",219.366480839023
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1996,1,"Monthly",10,"Oct",145.462125070203
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1996,1,"Monthly",11,"Nov",196.489170118971
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1996,1,"Monthly",12,"Dec",233.410972729695
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1996,3,"Annual",31,"MY Sep-Aug",2424.74599384341
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1997,1,"Monthly",1,"Jan",190.778224906167
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1997,1,"Monthly",2,"Feb",151.46814737826
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1997,1,"Monthly",3,"Mar",189.572337310851
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1997,1,"Monthly",4,"Apr",244.616948663883
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1997,1,"Monthly",5,"May",280.042584614135
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1997,1,"Monthly",6,"Jun",226.49585893714
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1997,1,"Monthly",7,"Jul",174.616136168456
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1997,1,"Monthly",8,"Aug",172.427007106626
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1997,1,"Monthly",9,"Sep",167.728003796524
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1997,1,"Monthly",10,"Oct",132.999413647096
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1997,1,"Monthly",11,"Nov",187.663558567212
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1997,1,"Monthly",12,"Dec",208.351921429564
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1997,3,"Annual",31,"MY Sep-Aug",1960.05619196212
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1998,1,"Monthly",1,"Jan",165.982116756886
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1998,1,"Monthly",2,"Feb",167.61164898814
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1998,1,"Monthly",3,"Mar",147.340616101292
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1998,1,"Monthly",4,"Apr",168.20416568655
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1998,1,"Monthly",5,"May",129.574730077469
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1998,1,"Monthly",6,"Jun",104.687988893542
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1998,1,"Monthly",7,"Jul",202.895191495226
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1998,1,"Monthly",8,"Aug",177.016836522617
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1998,1,"Monthly",9,"Sep",138.662017461268
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1998,1,"Monthly",10,"Oct",200.494259929146
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1998,1,"Monthly",11,"Nov",257.081659632131
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1998,1,"Monthly",12,"Dec",236.102995276267
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1998,3,"Annual",31,"MY Sep-Aug",2710.52922486553
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1999,1,"Monthly",1,"Jan",221.903472301928
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1999,1,"Monthly",2,"Feb",285.512666715281
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1999,1,"Monthly",3,"Mar",208.38460773789
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1999,1,"Monthly",4,"Apr",246.010016737798
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1999,1,"Monthly",5,"May",204.142324275948
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1999,1,"Monthly",6,"Jun",259.959046258578
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1999,1,"Monthly",7,"Jul",208.294875930835
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1999,1,"Monthly",8,"Aug",243.98128260846
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1999,1,"Monthly",9,"Sep",190.793161552012
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1999,1,"Monthly",10,"Oct",259.260896665102
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1999,1,"Monthly",11,"Nov",259.427550405782
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1999,1,"Monthly",12,"Dec",271.138975621396
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",1999,3,"Annual",31,"MY Sep-Aug",3264.60042115547
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2000,1,"Monthly",1,"Jan",192.618935739681
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2000,1,"Monthly",2,"Feb",221.949934082451
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2000,1,"Monthly",3,"Mar",261.327948331264
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2000,1,"Monthly",4,"Apr",346.048727406522
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2000,1,"Monthly",5,"May",280.910579874417
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2000,1,"Monthly",6,"Jun",268.660995745412
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2000,1,"Monthly",7,"Jul",313.254495888381
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2000,1,"Monthly",8,"Aug",399.20821984305
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2000,1,"Monthly",9,"Sep",272.669085136594
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2000,1,"Monthly",10,"Oct",243.688552477623
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2000,1,"Monthly",11,"Nov",267.990113939014
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2000,1,"Monthly",12,"Dec",267.896815316047
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2000,3,"Annual",31,"MY Sep-Aug",3348.01948477178
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2001,1,"Monthly",1,"Jan",224.477209227629
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2001,1,"Monthly",2,"Feb",267.473040092762
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2001,1,"Monthly",3,"Mar",232.130076250494
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2001,1,"Monthly",4,"Apr",384.832224395758
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2001,1,"Monthly",5,"May",267.996824632969
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2001,1,"Monthly",6,"Jun",296.600358474815
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2001,1,"Monthly",7,"Jul",282.569143843661
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2001,1,"Monthly",8,"Aug",339.696040984415
3,"Exports and imports",12,"Corn",300,1.020,"  Caribbean Basin (CBERA)",2,"Corn",24,"Exports, from U.S. to specified destination",7,"1,000 metric tons",2001,1,"Monthly",9,"Sep",318.475734451233
